,ano,nivel_1,nivel_2,nivel_3,nivel_4,nivel_5,nivel_6,tipo_emissao,gas,atividade_economica,produto,emissao
249692,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249693,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249694,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249695,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249696,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249697,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249698,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249699,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249700,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249701,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249702,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249703,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249704,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249705,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249706,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249707,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249708,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00376661
249709,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00376661
249710,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00376661
249711,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249712,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249713,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249714,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249715,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249716,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249717,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249718,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249719,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249720,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249721,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249722,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249723,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00376661
249724,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249725,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00376661
249726,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.00188331
249727,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249728,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249729,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249730,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249731,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249732,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249733,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249734,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249735,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249736,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249737,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249738,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249739,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249740,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249741,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249742,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249743,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249744,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249745,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249746,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249747,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249748,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249749,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
249750,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249751,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249752,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249753,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249754,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249755,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249756,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249757,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249758,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,9.4165319
249759,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,9.4165319
249760,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,9.4165319
249761,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,4.7082659
249762,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,4.7082659
249763,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249764,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,5.681182
249765,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,6.6540981
249766,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249767,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,8.5999302
249768,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
249769,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,10.545762
249770,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,11.518678
249771,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,NOx (t),PROD_COMB,,0.0
